SUBSCRIBER_ID,BNUM_OUT,BNUM_IN,PROD_CNT_MACRO,REV_BUN_MAC,REV_OUT,USAGE_OUT_INT_DUR,USAGE_OUT_OFFNET_DUR,USAGE_OUT_ONNET_DUR,LNE_TENURE,TOPUP_AMT,TOPUP_CNT,CHURN
1,2.0,3.0,-1.0,-1.0,0.0,0.0,2.0,1.0,163,-1.0,-1.0,1
2,52.0,32.0,3.0,2.0,1.0,0.0,0.0,966.0,76,2.0,3.0,0
3,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,118,-1.0,0.0,0
4,4.0,5.0,-1.0,-1.0,3.0,0.0,5.0,5.0,107,4.0,2.0,1
5,0.0,14.0,0.0,-1.0,0.0,0.0,0.0,0.0,149,6.0,2.0,0
6,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,139,-1.0,-1.0,0
7,12.0,22.0,1.0,2.0,4.0,0.0,19.0,15.0,105,8.0,4.0,0
8,0.0,5.0,-1.0,-1.0,0.0,0.0,0.0,0.0,151,-1.0,-1.0,0
9,0.0,7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,95,-1.0,-1.0,0
10,17.0,26.0,-1.0,-1.0,5.0,0.0,29.0,57.0,163,7.0,2.0,0
11,2.0,5.0,-1.0,-1.0,1.0,0.0,2.0,3.0,114,3.0,1.0,0
12,16.0,27.0,1.0,1.0,8.0,0.0,22.0,236.8,102,7.0,5.0,0
13,11.0,20.0,1.0,2.0,2.0,0.0,8.0,95.0,97,6.0,2.0,0
14,5.0,5.0,-1.0,-1.0,2.0,0.0,0.0,0.0,76,2.0,2.0,0
15,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,103,1.0,1.0,1
16,10.0,13.0,-1.0,-1.0,3.0,0.0,9.0,5.0,159,6.0,2.0,0
17,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,71,-1.0,-1.0,1
18,6.0,10.0,0.0,-1.0,3.0,0.0,24.0,4.0,148,3.0,1.0,0
19,1.0,0.0,-1.0,-1.0,1.0,0.0,6.0,0.0,150,-1.0,-1.0,1
20,0.0,2.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,149,10.0,1.0,0
21,1.0,5.0,0.0,-1.0,0.0,0.0,0.0,885.0,164,-1.0,-1.0,1
22,2.0,2.0,0.0,-1.0,1.0,0.0,1.0,5.0,100,1.0,1.0,0
23,7.0,4.0,0.0,-1.0,0.0,0.0,0.0,33.0,93,-1.0,0.0,1
24,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,136,2.0,1.0,1
25,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,102,-1.0,-1.0,1
26,21.0,14.0,1.0,1.0,0.0,0.0,0.0,134.0,80,1.0,1.0,0
27,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,114,-1.0,-1.0,0
28,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,113,-1.0,-1.0,0
29,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,166,-1.0,-1.0,0
30,0.0,6.0,-1.0,-1.0,0.0,0.0,0.0,0.0,137,-1.0,-1.0,0
31,2.0,4.0,-1.0,-1.0,0.0,0.0,1.0,0.0,109,-1.0,-1.0,1
32,15.0,6.0,-1.0,-1.0,9.0,0.0,42.0,16.0,72,12.0,2.0,0
33,0.0,1.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,91,-1.0,-1.0,0
34,8.0,9.0,-1.0,-1.0,5.0,0.0,11.0,6.0,100,-1.0,-1.0,0
35,17.0,27.0,-1.0,-1.0,5.0,0.0,4.0,2.0,101,11.0,5.0,0
36,12.0,14.0,-1.0,-1.0,5.0,0.0,10.0,7.0,163,10.0,1.0,0
37,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,117,-1.0,-1.0,0
38,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,150,-1.0,-1.0,0
39,12.0,12.0,-1.0,-1.0,4.0,0.0,19.0,10.0,102,5.0,1.0,0
40,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,91,-1.0,-1.0,0
41,1.0,3.0,0.0,-1.0,1.0,0.0,0.0,0.0,77,3.0,1.0,1
42,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,138,-1.0,-1.0,0
43,10.0,9.0,-1.0,-1.0,13.0,7.0,59.0,48.0,81,10.0,1.0,0
44,4.0,2.0,-1.0,-1.0,1.0,0.0,2.0,2.0,149,3.0,1.0,0
45,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,82,-1.0,-1.0,0
46,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,114,-1.0,-1.0,0
47,5.0,37.0,0.0,-1.0,1.0,0.0,0.0,7.0,141,2.0,2.0,0
48,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,118,-1.0,-1.0,0
49,19.0,42.0,-1.0,-1.0,0.0,0.0,2.0,7.92,86,1.0,1.0,0
50,0.0,3.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,150,-1.0,-1.0,0
51,26.0,41.0,3.0,2.0,0.0,0.0,0.0,319.0,118,2.0,1.0,0
52,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,150,-1.0,-1.0,0
53,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,155,-1.0,-1.0,1
54,15.0,21.0,0.0,-1.0,9.0,0.0,29.0,31.0,165,10.0,3.0,0
55,16.0,9.0,3.0,3.0,1.0,0.0,8.0,442.0,114,5.0,3.0,0
56,14.0,18.0,-1.0,-1.0,3.0,0.0,2.0,15.0,87,4.0,1.0,0
57,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,150,-1.0,-1.0,0
58,0.0,1.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,124,-1.0,-1.0,0
59,6.0,8.0,2.0,4.0,2.0,0.0,8.0,13.0,113,8.0,3.0,0
60,8.0,9.0,-1.0,-1.0,4.0,5.0,13.0,5.0,113,10.0,1.0,1
61,5.0,3.0,-1.0,-1.0,4.0,4.0,9.0,2.0,147,2.0,1.0,0
62,4.0,9.0,-1.0,-1.0,0.0,0.0,0.0,0.0,94,2.0,1.0,0
63,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,149,2.0,1.0,0
64,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,159,-1.0,-1.0,0
65,6.0,68.0,0.0,-1.0,1.0,0.0,3.0,5.0,93,1.0,1.0,0
66,8.0,9.0,-1.0,-1.0,2.0,0.0,9.0,4.0,93,2.0,1.0,0
67,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,87,-1.0,-1.0,1
68,9.0,16.0,-1.0,-1.0,4.0,0.0,13.0,26.0,150,7.0,2.0,0
69,5.0,12.0,-1.0,-1.0,1.0,0.0,6.0,1.0,102,-1.0,-1.0,1
70,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,115,-1.0,0.0,0
71,19.0,23.0,-1.0,-1.0,2.0,0.0,1.0,1.0,132,4.0,2.0,0
72,23.0,25.0,2.0,4.0,1.0,0.0,0.0,69.0,102,5.0,3.0,0
73,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,105,-1.0,0.0,0
74,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,115,-1.0,-1.0,1
75,2.0,9.0,0.0,-1.0,0.0,0.0,0.0,0.0,159,-1.0,-1.0,0
76,28.0,38.0,-1.0,-1.0,10.0,0.0,33.0,110.0,150,11.0,4.0,0
77,3.0,3.0,-1.0,-1.0,1.0,0.0,8.0,0.0,110,2.0,1.0,0
78,8.0,9.0,0.0,-1.0,2.0,0.0,0.0,2528.0,106,4.0,3.0,0
79,17.0,17.0,5.0,5.0,2.0,0.0,5.0,714.0,145,9.0,4.0,0
80,47.0,42.0,4.0,12.0,1.0,0.0,0.0,556.0,97,12.0,4.0,0
81,4.0,4.0,0.0,-1.0,0.0,0.0,0.0,66.0,85,-1.0,0.0,1
82,1.0,11.0,-1.0,-1.0,0.0,0.0,3.0,0.0,122,-1.0,-1.0,0
83,1.0,5.0,-1.0,-1.0,0.0,0.0,0.0,0.0,90,-1.0,-1.0,1
84,7.0,7.0,2.0,2.0,0.0,0.0,0.0,67.0,80,2.0,2.0,0
85,1.0,4.0,-1.0,-1.0,2.0,0.0,3.0,0.0,103,2.0,2.0,0
86,0.0,16.0,0.0,-1.0,0.0,0.0,0.0,0.0,94,-1.0,-1.0,0
87,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,93,-1.0,-1.0,0
88,25.0,21.0,4.0,2.0,1.0,0.0,2.0,396.0,85,3.0,4.0,0
89,6.0,19.0,-1.0,-1.0,1.0,0.0,0.0,3.0,74,1.0,1.0,0
90,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,133,-1.0,-1.0,0
91,69.0,66.0,4.0,8.0,0.0,0.0,0.0,795.0,150,8.0,4.0,0
92,6.0,14.0,-1.0,-1.0,2.0,0.0,12.0,1.0,148,7.0,3.0,0
93,20.0,28.0,0.0,-1.0,8.0,0.0,26.0,33.0,124,6.0,3.0,0
94,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,82,-1.0,-1.0,0
95,4.0,14.0,1.0,1.0,5.0,2.0,0.0,31.0,94,5.0,1.0,1
96,0.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,141,-1.0,-1.0,0
97,38.0,35.0,4.0,8.0,1.0,0.0,0.0,1251.0,94,6.0,4.0,0
98,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,149,-1.0,-1.0,1
99,0.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,163,-1.0,-1.0,0
100,12.0,10.0,0.0,-1.0,5.0,0.0,0.0,0.0,141,6.0,5.0,0
101,0.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,111,1.0,1.0,1
102,0.0,7.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,89,-1.0,-1.0,0
103,2.0,7.0,0.0,-1.0,0.0,0.0,1.0,1.0,107,5.0,1.0,1
104,16.0,42.0,-1.0,-1.0,4.0,0.0,21.0,2.0,164,7.0,2.0,0
105,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,190,-1.0,-1.0,0
106,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4,-1.0,-1.0,1
107,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,136,-1.0,-1.0,1
108,0.0,28.0,0.0,-1.0,0.0,0.0,0.0,0.0,150,1.0,1.0,0
109,0.0,5.0,-1.0,-1.0,0.0,0.0,0.0,0.0,142,-1.0,-1.0,0
110,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,78,1.0,1.0,0
111,13.0,8.0,0.0,-1.0,3.0,4.0,9.0,3.0,138,6.0,3.0,0
112,30.0,38.0,-1.0,-1.0,12.0,0.0,13.0,12.0,100,14.0,8.0,0
113,25.0,17.0,4.0,7.0,1.0,0.0,2.0,775.0,85,8.0,4.0,0
114,61.0,91.0,1.0,3.0,8.0,0.0,10.0,250.0,88,12.0,8.0,0
115,11.0,27.0,-1.0,-1.0,3.0,0.0,6.0,3.0,136,4.0,1.0,0
116,15.0,14.0,1.0,1.0,1.0,0.0,0.0,150.0,95,7.0,3.0,0
117,2.0,17.0,-1.0,-1.0,0.0,0.0,2.0,0.0,151,-1.0,-1.0,0
118,6.0,4.0,-1.0,-1.0,2.0,0.0,3.0,18.0,79,2.0,1.0,0
119,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,130,-1.0,-1.0,1
120,10.0,16.0,3.0,5.0,3.0,0.0,0.0,424.0,85,11.0,3.0,0
121,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,113,-1.0,-1.0,0
122,6.0,32.0,-1.0,-1.0,1.0,0.0,0.0,4.0,105,2.0,1.0,0
123,3.0,4.0,-1.0,-1.0,1.0,0.0,2.0,0.0,97,2.0,2.0,0
124,0.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,135,-1.0,-1.0,1
125,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,166,-1.0,-1.0,0
126,10.0,10.0,0.0,-1.0,8.0,0.0,7.0,3.0,90,5.0,3.0,0
127,2.0,1.0,-1.0,-1.0,0.0,0.0,2.0,0.0,149,-1.0,-1.0,0
128,7.0,14.0,-1.0,-1.0,2.0,0.0,13.0,4.0,148,3.0,3.0,0
129,3.0,17.0,-1.0,-1.0,1.0,0.0,4.0,0.0,170,1.0,1.0,0
130,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,139,-1.0,-1.0,0
131,15.0,9.0,-1.0,-1.0,9.0,1.0,18.0,30.0,84,23.0,3.0,0
132,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,65,-1.0,-1.0,1
133,1.0,42.0,0.0,-1.0,0.0,0.0,0.0,0.0,137,-1.0,-1.0,0
134,0.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,161,-1.0,-1.0,1
135,5.0,7.0,-1.0,-1.0,8.0,5.0,58.0,2.0,154,-1.0,0.0,0
136,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,185,-1.0,0.0,1
137,33.0,42.0,0.0,-1.0,10.0,0.0,1.0,1060.0,102,13.0,8.0,0
138,6.0,9.0,-1.0,-1.0,3.0,0.0,10.0,10.0,93,2.0,1.0,0
139,12.0,26.0,-1.0,-1.0,7.0,0.0,32.0,4.0,88,9.0,5.0,0
140,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,91,-1.0,-1.0,1
141,4.0,2.0,-1.0,-1.0,3.0,0.0,6.0,14.0,105,4.0,2.0,0
142,1.0,4.0,-1.0,-1.0,0.0,0.0,0.0,2.0,81,-1.0,-1.0,0
143,0.0,5.0,-1.0,-1.0,0.0,0.0,0.0,0.0,90,-1.0,-1.0,1
144,3.0,3.0,-1.0,-1.0,1.0,0.0,4.0,0.0,67,-1.0,-1.0,0
145,8.0,53.0,-1.0,-1.0,8.0,0.0,49.0,10.0,161,9.0,3.0,0
146,3.0,2.0,-1.0,-1.0,1.0,0.0,7.0,2.0,101,-1.0,-1.0,0
147,59.0,66.0,3.0,3.0,5.0,8.0,4.0,371.0,65,9.0,6.0,0
148,0.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,93,-1.0,-1.0,0
149,29.0,42.0,0.0,-1.0,7.0,0.0,20.0,38.0,115,9.0,3.0,0
150,4.0,8.0,-1.0,-1.0,2.0,0.0,5.0,10.0,142,-1.0,-1.0,0
151,35.0,70.0,-1.0,-1.0,19.0,0.0,50.0,100.0,166,23.0,5.0,0
152,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,88,-1.0,0.0,1
153,5.0,7.0,-1.0,-1.0,1.0,0.0,2.0,1.0,188,1.0,1.0,0
154,1.0,2.0,-1.0,-1.0,2.0,0.0,0.0,21.0,115,2.0,1.0,0
155,10.0,11.0,-1.0,-1.0,3.0,0.0,12.0,8.0,115,4.0,2.0,0
156,29.0,32.0,2.0,4.0,1.0,0.0,1.0,632.0,110,3.0,3.0,0
157,20.0,18.0,1.0,2.0,1.0,0.0,1.0,218.0,131,4.0,2.0,0
158,0.0,1.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,129,-1.0,-1.0,0
159,5.0,7.0,-1.0,-1.0,2.0,0.0,9.0,4.0,107,1.0,1.0,0
160,15.0,21.0,-1.0,-1.0,6.0,0.0,19.0,5.0,118,5.0,1.0,0
161,16.0,10.0,-1.0,-1.0,9.0,0.0,42.0,15.0,140,9.0,3.0,0
162,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,150,-1.0,-1.0,0
163,5.0,4.0,2.0,2.0,1.0,0.0,8.0,155.0,113,3.0,2.0,1
164,7.0,11.0,1.0,3.0,1.0,0.0,5.0,6.0,145,3.0,1.0,0
165,3.0,0.0,-1.0,-1.0,1.0,0.0,2.0,5.0,150,-1.0,-1.0,0
166,6.0,13.0,0.0,-1.0,1.0,0.0,5.0,2.0,112,1.0,1.0,0
167,8.0,6.0,0.0,-1.0,0.0,0.0,3.0,111.0,155,-1.0,0.0,0
168,15.0,13.0,6.0,4.0,4.0,0.0,24.0,23.0,160,8.0,7.0,0
169,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,4.0,93,-1.0,-1.0,1
170,34.0,29.0,4.0,6.0,3.0,0.0,12.0,387.0,140,10.0,5.0,0
171,20.0,33.0,2.0,2.0,1.0,0.0,5.0,149.0,150,2.0,1.0,0
172,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,108,-1.0,-1.0,0
173,23.0,23.0,0.0,-1.0,4.0,0.0,5.0,1.0,189,7.0,3.0,0
174,17.0,21.0,-1.0,-1.0,7.0,0.0,4.0,45.0,164,8.0,3.0,0
175,25.0,21.0,0.0,-1.0,5.0,0.0,3.0,14.0,87,7.0,6.0,0
176,0.0,1.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,160,1.0,1.0,0
177,11.0,28.0,-1.0,-1.0,2.0,0.0,5.0,6.0,138,2.0,1.0,0
178,61.0,120.0,4.0,3.0,5.0,0.0,28.0,356.0,159,9.0,4.0,0
179,0.0,1.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,162,-1.0,-1.0,0
180,0.0,10.0,-1.0,-1.0,0.0,0.0,0.0,0.0,107,-1.0,-1.0,0
181,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,161,-1.0,-1.0,0
182,26.0,40.0,0.0,-1.0,2.0,0.0,0.0,322.0,161,3.0,3.0,0
183,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,190,-1.0,-1.0,0
184,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,165,-1.0,-1.0,1
185,0.0,5.0,0.0,-1.0,0.0,0.0,0.0,0.0,102,-1.0,-1.0,1
186,1.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,114,-1.0,-1.0,0
187,34.0,24.0,4.0,3.0,1.0,0.0,0.0,771.0,93,6.0,8.0,0
188,6.0,2.0,-1.0,-1.0,5.0,5.0,0.0,16.0,70,20.0,1.0,0
189,3.0,2.0,-1.0,-1.0,1.0,0.0,9.0,0.0,87,2.0,1.0,0
190,13.0,20.0,-1.0,-1.0,2.0,0.0,1.0,0.0,113,4.0,4.0,0
191,10.0,16.0,-1.0,-1.0,4.0,0.0,31.0,6.0,189,-1.0,-1.0,1
192,8.0,13.0,-1.0,-1.0,2.0,0.0,2.0,0.0,100,2.0,1.0,0
193,2.0,0.0,-1.0,-1.0,1.0,0.0,0.0,4.0,114,2.0,1.0,0
194,5.0,3.0,-1.0,-1.0,3.0,3.0,11.0,1.0,134,10.0,1.0,0
195,8.0,7.0,3.0,2.0,0.0,0.0,0.0,5.0,143,2.0,2.0,0
196,2.0,16.0,0.0,-1.0,0.0,0.0,0.0,1.0,136,1.0,1.0,0
197,15.0,11.0,-1.0,-1.0,8.0,2.0,18.0,45.0,115,17.0,2.0,1
198,19.0,21.0,4.0,7.0,1.0,0.0,3.0,599.0,89,9.0,4.0,0
199,8.0,15.0,0.0,-1.0,3.0,0.0,6.0,2.0,92,3.0,3.0,0
200,0.0,6.0,-1.0,-1.0,0.0,0.0,0.0,0.0,165,-1.0,-1.0,0
201,16.0,6.0,2.0,1.0,3.0,0.0,14.0,30.0,160,4.0,3.0,0
202,53.0,55.0,3.0,4.0,1.0,3.0,3.0,880.0,161,6.0,3.0,0
203,0.0,2.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,166,-1.0,-1.0,0
204,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,90,-1.0,-1.0,0
205,0.0,6.0,-1.0,-1.0,0.0,0.0,0.0,0.0,139,-1.0,-1.0,0
206,1.0,8.0,0.0,-1.0,0.0,0.0,0.0,1.0,61,-1.0,-1.0,0
207,24.0,47.0,0.0,-1.0,7.0,0.0,19.0,2.0,159,8.0,5.0,0
208,28.0,15.0,4.0,5.0,0.0,0.0,0.0,1456.0,139,5.0,4.0,0
209,7.0,4.0,1.0,1.0,0.0,0.0,0.0,48.0,144,-1.0,0.0,1
210,2.0,3.0,-1.0,-1.0,0.0,0.0,2.0,0.0,113,-1.0,0.0,0
211,19.0,12.0,0.0,-1.0,10.0,157.0,12.0,13.0,143,10.0,2.0,0
212,22.0,32.0,-1.0,-1.0,9.0,0.0,39.0,25.0,150,14.0,4.0,0
213,21.0,28.0,-1.0,-1.0,15.0,0.0,32.0,22.0,107,22.0,5.0,1
214,7.0,5.0,-1.0,-1.0,1.0,0.0,0.0,1.0,86,2.0,2.0,0
215,9.847960992907801,14.55252659574468,0.0,-1.0,0.0,0.0,0.0,0.0,150,-1.0,0.0,0
216,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,165,-1.0,-1.0,0
217,6.0,12.0,0.0,-1.0,1.0,0.0,3.0,2.0,165,1.0,1.0,0
218,3.0,13.0,-1.0,-1.0,0.0,0.0,0.0,3.0,105,1.0,1.0,0
219,0.0,9.0,0.0,-1.0,0.0,0.0,0.0,0.0,110,1.0,2.0,0
220,6.0,28.0,-1.0,-1.0,1.0,0.0,1.0,3.0,166,-1.0,-1.0,0
221,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,113,-1.0,-1.0,0
222,1.0,4.0,-1.0,-1.0,0.0,0.0,0.0,2.0,121,1.0,1.0,0
223,12.0,21.0,-1.0,-1.0,4.0,0.0,17.0,11.0,141,-1.0,-1.0,0
224,8.0,5.0,-1.0,-1.0,4.0,0.0,15.0,12.0,100,5.0,1.0,0
225,64.0,53.0,3.0,7.0,0.0,0.0,1.0,527.0,125,8.0,3.0,0
226,64.0,110.0,4.0,15.0,12.0,0.0,53.0,886.0,75,31.0,11.0,0
227,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,82,-1.0,-1.0,0
228,6.0,11.0,-1.0,-1.0,11.0,0.0,0.0,0.0,90,15.0,2.0,1
229,5.0,6.0,-1.0,-1.0,3.0,0.0,8.0,16.0,101,5.0,1.0,0
230,27.0,27.0,1.0,1.0,9.0,0.0,36.0,51.0,165,16.0,13.0,0
231,9.847960992907801,14.55252659574468,0.0,-1.0,0.0,0.0,0.0,0.0,58,-1.0,0.0,1
232,7.0,10.0,-1.0,-1.0,2.0,0.0,7.0,1.0,87,7.0,3.0,0
233,21.0,36.0,-1.0,-1.0,10.0,0.0,2.0,64.0,166,10.0,3.0,0
234,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,107,-1.0,-1.0,1
235,5.0,10.0,-1.0,-1.0,2.0,0.0,4.0,1.0,101,3.0,2.0,0
236,1.0,27.0,0.0,-1.0,0.0,0.0,0.0,9.0,164,-1.0,-1.0,0
237,1.0,7.0,0.0,-1.0,0.0,0.0,0.0,1.0,146,2.0,1.0,0
238,23.0,35.0,0.0,-1.0,21.0,0.0,57.0,39.0,93,25.0,5.0,0
239,26.0,24.0,3.0,2.0,9.0,0.0,50.0,297.0,90,15.0,4.0,1
240,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,89,-1.0,-1.0,0
241,1.0,4.0,-1.0,-1.0,3.0,0.0,26.0,0.0,161,-1.0,0.0,1
242,3.0,4.0,0.0,-1.0,1.0,0.0,0.0,0.0,85,2.0,1.0,0
243,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,56,-1.0,-1.0,0
244,63.0,63.0,4.0,8.0,1.0,0.0,0.0,1006.0,135,9.0,5.0,0
245,0.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,116,-1.0,-1.0,1
246,6.0,6.0,0.0,-1.0,0.0,0.0,0.0,10.0,82,-1.0,0.0,1
247,10.0,12.0,-1.0,-1.0,2.0,0.0,4.0,2.0,109,2.0,1.0,0
248,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,85,-1.0,-1.0,1
249,3.0,3.0,-1.0,-1.0,1.0,0.0,6.0,1.0,109,-1.0,-1.0,0
250,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,149,-1.0,-1.0,0
251,3.0,7.0,-1.0,-1.0,0.0,0.0,1.0,0.0,164,5.0,1.0,0
252,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,164,-1.0,-1.0,0
253,13.0,26.0,0.0,-1.0,4.0,1.0,15.0,8.0,163,5.0,1.0,0
254,0.0,25.0,-1.0,-1.0,0.0,0.0,0.0,0.0,187,-1.0,0.0,0
255,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,124,-1.0,-1.0,0
256,3.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,189,-1.0,-1.0,0
257,9.0,8.0,-1.0,-1.0,1.0,0.0,0.0,2.0,93,-1.0,-1.0,1
258,12.0,9.0,-1.0,-1.0,7.0,0.0,2.0,13.0,102,-1.0,0.0,0
259,1.0,1.0,-1.0,-1.0,0.0,0.0,3.0,0.0,155,-1.0,-1.0,0
260,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,93,-1.0,-1.0,1
261,1.0,5.0,0.0,-1.0,0.0,0.0,0.0,0.0,113,-1.0,-1.0,0
262,12.0,20.0,-1.0,-1.0,3.0,0.0,1.0,0.0,150,4.0,3.0,0
263,23.0,43.0,2.0,7.0,0.0,0.0,1.0,726.0,164,8.0,2.0,0
264,4.0,4.0,-1.0,-1.0,1.0,0.0,0.0,2.0,136,-1.0,0.0,1
265,6.0,6.0,-1.0,-1.0,1.0,0.0,3.0,0.0,95,-1.0,-1.0,0
266,6.0,4.0,-1.0,-1.0,3.0,0.0,6.0,1.0,117,4.0,2.0,0
267,1.0,1.0,0.0,-1.0,0.0,0.0,2.0,0.0,116,-1.0,-1.0,0
268,21.0,21.0,3.0,2.0,1.0,0.0,15.0,81.0,109,3.0,3.0,1
269,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,165,-1.0,-1.0,0
270,2.0,6.0,-1.0,-1.0,0.0,0.0,2.0,0.0,135,-1.0,-1.0,0
271,3.0,10.0,0.0,-1.0,2.0,0.0,0.0,12.18,89,2.0,2.0,0
272,1.0,2.0,-1.0,-1.0,0.0,0.0,1.0,0.0,111,2.0,1.0,0
273,2.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,85,-1.0,-1.0,0
274,1.0,4.0,0.0,-1.0,3.0,0.0,0.0,0.0,155,4.0,1.0,0
275,1.0,2.0,-1.0,-1.0,2.0,0.0,1.0,0.0,107,2.0,1.0,1
276,10.0,8.0,-1.0,-1.0,4.0,0.0,18.0,9.0,161,5.0,2.0,0
