SUBSCRIBER_ID,BNUM_OUT,BNUM_IN,PROD_CNT_MACRO,REV_BUN_MAC,REV_OUT,USAGE_OUT_INT_DUR,USAGE_OUT_OFFNET_DUR,USAGE_OUT_ONNET_DUR,LNE_TENURE,TOPUP_AMT,TOPUP_CNT,CHURN
1095,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,161,18.0,6.0,1
1096,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,92,-1.0,-1.0,0
1097,3.0,1.0,-1.0,-1.0,5.0,0.0,16.0,25.0,88,-1.0,0.0,1
1098,8.0,12.0,2.0,1.0,0.0,0.0,3.0,109.0,74,2.0,1.0,0
1099,14.0,16.0,-1.0,-1.0,4.0,0.0,12.0,25.0,111,5.0,2.0,0
1100,73.0,106.0,3.0,3.0,8.0,0.0,42.0,612.0,131,12.0,10.0,0
1101,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,150,-1.0,-1.0,0
1102,9.0,13.0,4.0,6.0,0.0,0.0,0.0,392.0,86,7.0,4.0,0
1103,39.0,40.0,3.0,7.0,17.0,0.0,22.0,403.0,132,29.0,4.0,1
1104,3.0,15.0,-1.0,-1.0,1.0,0.0,0.0,0.0,164,3.0,2.0,0
1105,9.0,16.0,0.0,-1.0,1.0,0.0,2.0,100.0,130,1.0,2.0,0
1106,35.0,31.0,5.0,5.0,5.0,0.0,105.0,52.0,112,12.0,7.0,1
1107,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,189,-1.0,0.0,0
1108,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,134,-1.0,-1.0,0
1109,5.0,14.0,0.0,-1.0,1.0,0.0,0.0,3.0,137,2.0,3.0,0
1110,6.0,4.0,-1.0,-1.0,1.0,0.0,0.0,16.0,143,-1.0,-1.0,0
1111,12.0,13.0,0.0,-1.0,3.0,0.0,0.0,1.0,70,4.0,4.0,0
1112,8.0,14.0,-1.0,-1.0,1.0,0.0,0.0,0.0,189,-1.0,-1.0,0
1113,5.0,7.0,3.0,6.0,2.0,1.0,1.0,45.0,150,7.0,3.0,0
1114,1.0,3.0,-1.0,-1.0,0.0,0.0,1.0,0.0,133,3.0,1.0,1
1115,9.0,17.0,-1.0,-1.0,4.0,0.0,19.0,8.0,159,6.0,3.0,0
1116,1.0,10.0,0.0,-1.0,0.0,0.0,1.0,0.0,149,-1.0,-1.0,0
1117,82.0,89.0,-1.0,-1.0,32.0,0.0,29.0,4.0,137,43.0,20.0,0
1118,22.0,25.0,-1.0,-1.0,8.0,0.0,2.0,0.0,116,9.0,3.0,0
1119,46.0,59.0,-1.0,-1.0,26.0,1.0,84.0,86.0,102,35.0,7.0,0
1120,1.0,0.0,-1.0,-1.0,0.0,0.0,3.0,0.0,141,2.0,1.0,0
1121,0.0,21.0,0.0,-1.0,0.0,0.0,0.0,0.0,171,-1.0,-1.0,0
1122,3.0,11.0,-1.0,-1.0,1.0,0.0,7.0,1.0,147,2.0,1.0,0
1123,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,160,-1.0,-1.0,1
1124,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,58,1.0,1.0,1
1125,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,110,-1.0,-1.0,1
1126,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,164,-1.0,-1.0,0
1127,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,2.0,150,-1.0,-1.0,1
1128,0.0,7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,110,-1.0,-1.0,0
1129,1.0,6.0,0.0,-1.0,1.0,0.0,0.0,0.0,111,-1.0,-1.0,1
1130,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,121,-1.0,-1.0,0
1131,5.0,6.0,-1.0,-1.0,2.0,0.0,6.0,5.0,86,2.0,2.0,0
1132,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,81,-1.0,-1.0,0
1133,0.0,3.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,115,-1.0,-1.0,0
1134,47.0,41.0,4.0,10.0,0.0,0.0,0.0,1672.0,89,10.0,4.0,0
1135,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,164,-1.0,0.0,0
1136,19.0,13.0,-1.0,-1.0,16.0,0.0,86.0,48.0,130,20.0,6.0,0
1137,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,77,-1.0,-1.0,0
1138,0.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,131,1.0,1.0,0
1139,6.0,10.0,-1.0,-1.0,2.0,0.0,2.0,1.0,137,2.0,3.0,0
1140,26.0,37.0,-1.0,-1.0,10.0,0.0,6.0,0.0,115,13.0,9.0,0
1141,0.0,10.0,-1.0,-1.0,0.0,0.0,0.0,0.0,109,-1.0,-1.0,0
1142,3.0,7.0,0.0,-1.0,0.0,0.0,0.0,16.0,107,-1.0,0.0,1
1143,57.0,46.0,4.0,3.0,1.0,0.0,66.0,43.0,82,4.0,4.0,0
1144,3.0,3.0,-1.0,-1.0,1.0,0.0,2.0,2.0,119,-1.0,-1.0,0
1145,23.0,81.0,4.0,3.0,11.0,2.0,73.0,321.0,100,15.0,7.0,0
1146,5.0,13.0,-1.0,-1.0,1.0,0.0,1.0,7.0,101,2.0,1.0,0
1147,1.0,4.0,-1.0,-1.0,1.0,0.0,9.0,0.0,142,1.0,1.0,0
1148,6.0,6.0,-1.0,-1.0,1.0,0.0,0.0,0.0,76,2.0,1.0,0
1149,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,107,-1.0,-1.0,0
1150,5.0,13.0,-1.0,-1.0,2.0,0.0,2.0,14.0,75,7.0,3.0,0
1151,39.0,32.0,4.0,9.0,0.0,0.0,1.0,516.0,159,10.0,5.0,0
1152,6.0,7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,143,2.0,1.0,0
1153,0.0,15.0,0.0,-1.0,0.0,0.0,0.0,0.0,105,-1.0,-1.0,0
1154,4.0,12.0,1.0,1.0,0.0,0.0,0.0,37.0,87,1.0,1.0,1
1155,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,116,-1.0,-1.0,0
1156,6.0,0.0,-1.0,-1.0,3.0,0.0,25.0,0.0,96,-1.0,-1.0,1
1157,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,89,-1.0,-1.0,0
1158,9.0,9.0,-1.0,-1.0,2.0,0.0,2.0,3.0,95,2.0,1.0,0
1159,21.0,60.0,1.0,1.0,0.0,0.0,24.0,75.0,141,2.0,1.0,0
1160,10.0,13.0,-1.0,-1.0,2.0,0.0,4.0,0.0,166,2.0,1.0,0
1161,8.0,10.0,0.0,-1.0,3.0,0.0,1.0,0.0,137,10.0,1.0,0
1162,0.0,7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,149,-1.0,-1.0,1
1163,4.0,3.0,-1.0,-1.0,1.0,0.0,2.0,1.0,82,-1.0,-1.0,0
1164,11.0,12.0,-1.0,-1.0,5.0,7.0,7.0,0.0,145,6.0,3.0,1
1165,3.0,6.0,-1.0,-1.0,1.0,0.0,2.0,3.0,189,1.0,1.0,0
1166,0.0,1.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,150,-1.0,-1.0,0
1167,7.0,11.0,-1.0,-1.0,4.0,0.0,16.0,12.0,135,7.0,4.0,0
1168,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,114,-1.0,-1.0,0
1169,5.0,2.0,-1.0,-1.0,1.0,0.0,3.0,1.0,95,1.0,1.0,0
1170,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,80,-1.0,-1.0,1
1171,0.0,11.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,79,-1.0,-1.0,0
1172,10.0,16.0,1.0,1.0,0.0,0.0,0.0,593.0,85,3.0,2.0,0
1173,11.0,17.0,1.0,1.0,0.0,0.0,0.0,317.0,148,1.0,1.0,0
1174,4.0,5.0,2.0,3.0,1.0,0.0,0.0,48.0,109,5.0,4.0,0
1175,0.0,136.0,0.0,-1.0,0.0,0.0,0.0,0.0,188,-1.0,-1.0,0
1176,10.0,9.0,-1.0,-1.0,2.0,0.0,3.0,4.0,162,-1.0,-1.0,0
1177,21.0,18.0,2.0,2.0,0.0,0.0,0.0,130.0,91,2.0,2.0,0
1178,11.0,15.0,-1.0,-1.0,9.0,0.0,13.0,60.0,75,20.0,3.0,0
1179,13.0,15.0,2.0,3.0,3.0,0.0,24.0,94.0,117,6.0,3.0,0
1180,3.0,1.0,-1.0,-1.0,1.0,0.0,0.0,7.0,109,-1.0,0.0,1
1181,5.0,2.0,1.0,1.0,0.0,0.0,1.0,19.0,82,2.0,2.0,1
1182,12.0,20.0,1.0,1.0,2.0,0.0,1.0,146.0,140,4.0,3.0,0
1183,6.0,13.0,0.0,-1.0,3.0,0.0,1.0,0.0,113,4.0,4.0,0
1184,16.0,13.0,0.0,-1.0,10.0,2.0,46.0,6.0,149,7.0,2.0,0
1185,24.0,107.0,4.0,12.0,0.0,0.0,1.0,1126.0,153,12.0,4.0,0
1186,1.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,149,-1.0,-1.0,1
1187,1.0,4.0,-1.0,-1.0,0.0,0.0,1.0,0.0,113,-1.0,-1.0,0
1188,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,160,-1.0,-1.0,0
1189,8.0,7.0,0.0,-1.0,3.0,2.0,9.0,3.0,94,-1.0,-1.0,1
1190,14.0,9.0,2.0,5.0,1.0,0.0,5.0,127.0,145,6.0,2.0,0
1191,11.0,10.0,1.0,1.0,3.0,0.0,15.0,5.0,106,5.0,1.0,1
1192,29.0,34.0,4.0,15.0,0.0,0.0,0.0,447.0,117,16.0,4.0,0
1193,2.0,57.0,-1.0,-1.0,0.0,0.0,0.0,0.0,161,-1.0,-1.0,0
1194,23.0,29.0,2.0,3.0,5.0,0.0,13.0,52.0,101,8.0,5.0,0
1195,19.0,28.0,-1.0,-1.0,14.0,0.0,8.0,13.0,150,17.0,9.0,0
1196,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,114,-1.0,-1.0,1
1197,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,147,-1.0,-1.0,0
1198,7.0,21.0,-1.0,-1.0,1.0,0.0,5.0,1.0,150,2.0,1.0,0
1199,2.0,11.0,-1.0,-1.0,0.0,0.0,3.0,0.0,159,-1.0,0.0,0
1200,40.0,24.0,2.0,3.0,1.0,0.0,5.0,505.0,165,6.0,2.0,0
1201,5.0,12.0,-1.0,-1.0,1.0,0.0,2.0,3.0,151,-1.0,-1.0,0
1202,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,3.0,100,-1.0,-1.0,1
1203,15.0,20.0,4.0,6.0,0.0,0.0,0.0,797.0,164,6.0,4.0,0
1204,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,148,-1.0,-1.0,0
1205,39.0,35.0,4.0,11.0,1.0,0.0,9.0,438.0,136,12.0,4.0,0
1206,44.0,35.0,1.0,2.0,0.0,0.0,0.0,319.0,93,2.0,1.0,1
1207,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,160,-1.0,0.0,0
1208,3.0,11.0,0.0,-1.0,0.0,0.0,0.0,2.0,127,-1.0,0.0,0
1209,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,85,-1.0,-1.0,0
1210,2.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,93,-1.0,-1.0,1
1211,11.0,13.0,-1.0,-1.0,7.0,0.0,46.0,4.0,187,10.0,1.0,0
1212,22.0,23.0,2.0,2.0,2.0,0.0,0.0,77.0,136,5.0,4.0,0
1213,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,166,2.0,1.0,1
1214,12.0,13.0,1.0,1.0,0.0,0.0,0.0,78.0,166,-1.0,0.0,0
1215,1.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,163,-1.0,-1.0,0
1216,9.847960992907801,14.55252659574468,-1.0,-1.0,0.0,0.0,0.0,0.0,90,1.0,1.0,1
1217,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,137,-1.0,-1.0,0
1218,12.0,21.0,-1.0,-1.0,2.0,0.0,1.0,1.0,117,3.0,2.0,0
1219,2.0,7.0,-1.0,-1.0,7.0,0.0,0.0,67.0,116,8.0,2.0,0
1220,3.0,4.0,0.0,-1.0,0.0,0.0,1.0,9.0,109,1.0,1.0,0
1221,15.0,11.0,1.0,4.0,35.0,3.0,10.0,27.0,136,40.0,2.0,0
1222,9.847960992907801,14.55252659574468,0.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,164,1.0,1.0,0
1223,23.0,13.0,1.0,1.0,0.0,0.0,0.0,242.0,137,-1.0,0.0,0
1224,10.0,14.0,1.0,2.0,5.0,0.0,6.0,51.0,165,9.0,2.0,0
1225,5.0,23.0,0.0,-1.0,1.0,0.0,1.0,0.0,146,-1.0,-1.0,0
1226,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,165,-1.0,-1.0,0
1227,19.0,22.0,1.0,1.0,0.0,0.0,11.0,8.0,77,2.0,1.0,0
1228,3.0,5.0,2.0,2.0,1.0,0.0,6.0,7.0,156,2.0,1.0,0
1229,4.0,7.0,-1.0,-1.0,2.0,0.0,0.0,0.0,151,4.0,2.0,0
1230,19.0,24.0,-1.0,-1.0,7.0,0.0,40.0,12.0,155,5.0,1.0,0
1231,2.0,4.0,-1.0,-1.0,12.0,22.0,0.0,2.0,90,1.0,1.0,1
1232,1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,82,-1.0,-1.0,1
1233,15.0,19.0,1.0,2.0,4.0,0.0,22.0,99.0,137,6.0,3.0,0
1234,1.0,3.0,-1.0,-1.0,1.0,0.0,0.0,0.0,76,5.0,1.0,0
1235,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,113,-1.0,-1.0,1
1236,3.0,9.0,-1.0,-1.0,1.0,0.0,7.0,0.0,130,3.0,2.0,1
1237,34.0,43.0,1.0,5.0,15.0,1.0,39.0,130.0,73,27.0,4.0,0
1238,4.0,4.0,-1.0,-1.0,1.0,0.0,7.0,3.0,147,2.0,1.0,0
1239,14.0,16.0,-1.0,-1.0,3.0,0.0,7.0,5.0,153,4.0,2.0,0
1240,4.0,6.0,-1.0,-1.0,2.0,0.0,1.0,15.0,87,-1.0,0.0,0
1241,2.0,3.0,-1.0,-1.0,0.0,0.0,0.0,1.0,149,-1.0,-1.0,0
1242,45.0,44.0,4.0,6.0,1.0,0.0,3.0,220.0,95,9.0,5.0,0
1243,5.0,16.0,-1.0,-1.0,2.0,0.0,11.0,4.0,151,2.0,1.0,0
1244,1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,110,-1.0,0.0,1
1245,1.0,6.0,0.0,-1.0,1.0,0.0,0.0,9.0,93,-1.0,-1.0,1
1246,3.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,160,-1.0,-1.0,1
1247,9.0,8.0,0.0,-1.0,9.0,0.0,13.0,82.0,116,12.0,4.0,0
1248,15.0,16.0,1.0,4.0,1.0,0.0,1.0,101.0,141,6.0,2.0,0
1249,2.0,2.0,-1.0,-1.0,1.0,0.0,3.0,1.0,106,-1.0,-1.0,0
1250,14.0,10.0,2.0,2.0,4.0,0.0,26.0,52.0,107,-1.0,0.0,0
1251,16.0,22.0,1.0,1.0,1.0,0.0,2.0,36.0,102,3.0,3.0,0
1252,1.0,2.0,-1.0,-1.0,0.0,0.0,2.0,0.0,71,-1.0,-1.0,0
1253,29.0,28.0,1.0,3.0,3.0,0.0,10.0,336.0,81,6.0,6.0,0
1254,38.0,17.0,4.0,2.0,0.0,0.0,0.0,541.0,109,3.0,3.0,0
1255,24.0,40.0,0.0,-1.0,5.0,0.0,5.0,16.0,134,4.0,1.0,0
1256,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,150,-1.0,-1.0,0
1257,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,154,-1.0,-1.0,0
1258,3.0,7.0,-1.0,-1.0,1.0,0.0,5.0,7.4,84,1.0,1.0,0
1259,32.0,23.0,9.0,5.0,3.0,0.0,11.0,836.0,107,8.0,12.0,0
1260,2.0,8.0,-1.0,-1.0,4.0,0.0,41.0,3.0,150,5.0,1.0,0
1261,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,105,-1.0,-1.0,0
1262,2.0,3.0,-1.0,-1.0,0.0,0.0,0.0,3.0,112,2.0,1.0,0
1263,12.0,22.0,0.0,-1.0,1.0,0.0,1.0,276.0,111,-1.0,0.0,0
1264,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,142,-1.0,-1.0,0
1265,9.0,12.0,-1.0,-1.0,18.0,26.0,9.0,28.0,165,20.0,1.0,0
1266,0.0,10.0,0.0,-1.0,0.0,0.0,0.0,0.0,94,-1.0,-1.0,1
1267,20.0,29.0,-1.0,-1.0,16.0,0.0,95.0,9.0,79,19.0,9.0,0
1268,23.0,28.0,-1.0,-1.0,5.0,0.0,2.0,5.0,116,5.0,5.0,0
1269,9.0,12.0,-1.0,-1.0,4.0,0.0,5.0,9.0,124,4.0,4.0,0
1270,41.0,40.0,4.0,11.0,2.0,0.0,8.0,141.0,85,14.0,4.0,0
1271,23.0,30.0,1.0,1.0,1.0,0.0,7.0,51.0,87,2.0,1.0,0
1272,9.0,14.0,-1.0,-1.0,5.0,1.0,7.0,31.0,161,5.0,1.0,1
1273,11.0,16.0,3.0,6.0,1.0,0.0,1.0,139.0,117,8.0,3.0,0
1274,2.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,31,-1.0,-1.0,1
1275,12.0,27.0,0.0,-1.0,1.0,0.0,1.0,0.0,132,-1.0,-1.0,0
1276,6.0,24.0,2.0,2.0,0.0,0.0,0.0,319.0,155,2.0,2.0,0
1277,11.0,17.0,1.0,1.0,6.0,0.0,25.0,8.0,93,9.0,2.0,0
1278,3.0,6.0,1.0,1.0,0.0,0.0,0.0,90.0,162,1.0,1.0,0
1279,0.0,3.0,-1.0,-1.0,2.0,0.0,0.0,0.0,109,10.0,1.0,0
1280,0.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,143,-1.0,-1.0,1
1281,12.0,13.0,1.0,2.0,0.0,0.0,0.0,278.0,111,2.0,1.0,0
1282,0.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,76,-1.0,-1.0,0
1283,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,118,2.0,3.0,0
1284,1.0,1.0,-1.0,-1.0,4.0,0.0,0.0,1.0,110,5.0,1.0,1
1285,8.0,12.0,-1.0,-1.0,4.0,0.0,18.0,13.0,141,6.0,3.0,0
1286,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,7.76,86,-1.0,-1.0,1
1287,9.0,13.0,-1.0,-1.0,3.0,0.0,10.0,4.0,107,5.0,2.0,0
1288,17.0,22.0,3.0,3.0,0.0,0.0,2.0,531.0,116,3.0,3.0,0
1289,7.0,10.0,-1.0,-1.0,4.0,0.0,19.0,5.0,85,3.0,2.0,0
1290,12.0,14.0,5.0,3.0,3.0,0.0,13.0,27.0,142,7.0,2.0,1
1291,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,93,-1.0,-1.0,0
1292,9.847960992907801,14.55252659574468,-1.0,-1.0,2.0,0.0,0.0,0.0,131,-1.0,-1.0,1
1293,5.0,8.0,-1.0,-1.0,3.0,0.0,6.0,2.0,116,2.0,1.0,0
1294,12.0,13.0,4.0,7.0,2.0,0.0,5.0,1.0,105,10.0,4.0,0
1295,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,164,-1.0,-1.0,0
1296,0.0,1.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,69,-1.0,-1.0,0
1297,4.0,7.0,1.0,3.0,0.0,0.0,0.0,278.0,164,3.0,1.0,1
1298,2.0,32.0,0.0,-1.0,0.0,0.0,1.0,1.0,117,-1.0,-1.0,0
1299,8.0,22.0,-1.0,-1.0,2.0,0.0,0.0,0.0,160,4.0,2.0,0
1300,8.0,13.0,0.0,-1.0,2.0,0.0,9.0,7.0,163,2.0,1.0,0
1301,9.0,11.0,-1.0,-1.0,5.0,0.0,15.0,7.0,137,13.0,2.0,0
1302,37.0,38.0,3.0,8.0,0.0,0.0,0.0,259.0,69,12.0,4.0,0
1303,25.0,36.0,0.0,-1.0,2.0,0.0,3.0,1325.0,155,5.0,3.0,0
1304,23.0,16.0,3.0,4.0,0.0,0.0,0.0,1355.0,159,7.0,5.0,0
1305,12.0,9.0,2.0,1.0,0.0,0.0,0.0,27.0,148,1.0,1.0,0
1306,5.0,7.0,-1.0,-1.0,6.0,0.0,1.0,68.0,93,7.0,4.0,0
1307,7.0,10.0,0.0,-1.0,1.0,0.0,0.0,0.0,130,6.0,2.0,0
1308,3.0,14.0,-1.0,-1.0,1.0,0.0,3.0,1.0,135,-1.0,-1.0,0
1309,2.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,107,1.0,1.0,0
1310,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,165,-1.0,-1.0,1
1311,14.0,21.0,0.0,-1.0,4.0,0.0,20.0,10.0,155,6.0,3.0,0
1312,1.0,1.0,-1.0,-1.0,0.0,0.0,3.0,5.0,93,-1.0,-1.0,0
1313,0.0,4.0,-1.0,-1.0,0.0,0.0,0.0,0.0,149,-1.0,-1.0,1
1314,7.0,11.0,3.0,2.0,1.0,0.0,5.0,420.0,150,3.0,2.0,1
1315,19.0,26.0,-1.0,-1.0,15.0,0.0,30.0,91.0,163,20.0,2.0,0
1316,13.0,13.0,-1.0,-1.0,10.0,0.0,53.0,44.0,106,13.0,4.0,0
1317,4.0,32.0,0.0,-1.0,0.0,0.0,0.0,1.0,148,1.0,1.0,0
1318,24.0,28.0,4.0,6.0,0.0,0.0,0.0,263.0,88,7.0,4.0,0
1319,6.0,2.0,-1.0,-1.0,3.0,0.0,13.0,10.0,89,10.0,1.0,1
1320,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,138,-1.0,-1.0,1
1321,0.0,2.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,83,-1.0,-1.0,0
1322,24.0,19.0,-1.0,-1.0,25.0,22.0,108.0,23.0,109,30.0,12.0,0
1323,7.0,21.0,0.0,-1.0,1.0,0.0,2.0,0.0,88,3.0,2.0,0
1324,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,113,-1.0,-1.0,0
1325,1.0,2.0,-1.0,-1.0,0.0,0.0,3.0,0.0,51,2.0,1.0,0
1326,4.0,6.0,-1.0,-1.0,3.0,0.0,21.0,20.0,90,4.0,2.0,0
1327,9.847960992907801,14.55252659574468,0.0,-1.0,0.0,0.0,0.0,0.0,75,-1.0,-1.0,1
1328,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.25,86,-1.0,-1.0,0
1329,2.0,7.0,-1.0,-1.0,1.0,0.0,0.0,5.0,92,-1.0,-1.0,0
1330,0.0,8.0,0.0,-1.0,0.0,0.0,0.0,0.0,164,-1.0,-1.0,1
1331,0.0,6.0,-1.0,-1.0,0.0,0.0,0.0,0.0,76,-1.0,-1.0,0
1332,1.0,2.0,0.0,-1.0,0.0,0.0,4.0,0.0,89,-1.0,-1.0,1
1333,9.847960992907801,14.55252659574468,-1.0,-1.0,1.0,0.0,0.0,0.0,137,-1.0,-1.0,1
1334,1.0,14.0,0.0,-1.0,0.0,0.0,0.0,0.0,96,-1.0,-1.0,0
1335,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,3.0,94,-1.0,0.0,1
1336,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,189,-1.0,-1.0,0
1337,7.0,11.0,-1.0,-1.0,4.0,0.0,9.0,15.0,106,5.0,1.0,0
1338,10.0,14.0,4.0,3.0,0.0,0.0,0.0,237.0,113,4.0,4.0,0
1339,42.0,41.0,4.0,3.0,3.0,0.0,12.0,590.0,149,7.0,4.0,0
1340,19.0,23.0,1.0,3.0,7.0,0.0,19.0,30.0,141,10.0,2.0,0
1341,6.0,10.0,-1.0,-1.0,0.0,0.0,2.0,1.0,90,1.0,1.0,0
1342,18.0,14.0,3.0,2.0,3.0,0.0,10.0,324.0,148,5.0,7.0,0
1343,3.0,18.0,0.0,-1.0,0.0,0.0,0.0,0.0,133,-1.0,-1.0,0
1344,61.0,40.0,1.0,6.0,1.0,0.0,6.0,414.0,102,6.0,1.0,0
1345,22.0,34.0,2.0,3.0,8.0,0.0,9.0,102.0,139,12.0,4.0,0
1346,4.0,0.0,-1.0,-1.0,1.0,0.0,3.0,8.0,106,1.0,1.0,1
1347,0.0,1.0,0.0,-1.0,2.4848619768477294,0.0,0.0,0.0,82,-1.0,-1.0,0
1348,14.0,10.0,3.0,3.0,1.0,0.0,3.0,220.0,150,3.0,2.0,0
1349,6.0,7.0,-1.0,-1.0,1.0,0.0,0.0,1.0,95,-1.0,-1.0,0
1350,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,97,-1.0,0.0,0
1351,0.0,1.0,-1.0,-1.0,2.4848619768477294,0.0,0.0,0.0,107,-1.0,-1.0,0
1352,11.0,40.0,0.0,-1.0,1.0,0.0,0.0,0.0,113,3.0,4.0,0
1353,3.0,4.0,0.0,-1.0,1.0,0.0,1.0,42.0,77,-1.0,0.0,0
1354,4.0,4.0,-1.0,-1.0,1.0,0.0,2.0,2.0,137,-1.0,-1.0,0
1355,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,136,-1.0,0.0,0
1356,7.0,28.0,0.0,-1.0,1.0,0.0,6.0,6.0,122,-1.0,0.0,0
1357,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,148,-1.0,-1.0,0
1358,6.0,6.0,-1.0,-1.0,2.0,0.0,7.0,5.0,83,2.0,1.0,0
1359,33.0,16.0,6.0,5.0,4.0,0.0,16.0,1415.0,43,11.0,9.0,0
1360,17.0,21.0,-1.0,-1.0,6.0,0.0,24.0,7.0,114,6.0,3.0,0
1361,9.847960992907801,14.55252659574468,-1.0,-1.0,2.4848619768477294,-1.0,-1.0,-1.0,93,-1.0,-1.0,0
1362,21.0,21.0,-1.0,-1.0,4.0,0.0,4.0,3.0,150,3.0,2.0,0
1363,2.0,12.0,1.0,1.0,0.0,0.0,3.0,0.0,102,2.0,1.0,0
1364,38.0,53.0,2.0,4.0,1.0,0.0,0.0,237.0,102,5.0,2.0,0
1365,0.0,25.0,0.0,-1.0,0.0,0.0,0.0,0.0,75,-1.0,-1.0,0
1366,6.0,19.0,-1.0,-1.0,1.0,0.0,1.0,23.0,164,1.0,1.0,0
1367,30.0,24.0,3.0,2.0,1.0,0.0,4.0,578.0,115,3.0,3.0,0
